customer_id,annual_income,loan_amount,loan_purpose,credit_score,transaction_count,spending_ratio,default_flag
CUST00452,238500.0,20000.0,Business,543.0,90,66.76,0
CUST00453,347300.0,245400.0,Home,591.0,29,27.52,0
CUST00454,461800.0,132700.0,Car,641.0,96,26.18,0
CUST00455,354400.0,153700.0,Other,802.0,34,56.71,0
CUST00456,371600.0,20000.0,Car,641.0,33,32.4,0
CUST00457,993400.0,209600.0,Education,737.0,85,46.41,0
CUST00458,495300.0,180200.0,Home,653.0,6,57.53,0
CUST00459,515700.0,191200.0,Education,611.0,39,29.6,0
CUST00460,361000.0,72800.0,Home,630.0,80,19.38,0
CUST00461,830600.0,244000.0,Other,637.0,95,4.48,1
CUST00462,444300.0,269100.0,Business,698.0,80,19.46,0
CUST00463,386800.0,121900.0,Business,760.0,82,11.36,0
CUST00464,240100.0,22500.0,Business,679.0,5,38.95,0
CUST00465,475700.0,98400.0,Education,745.0,107,17.38,0
CUST00466,381400.0,191100.0,Car,573.0,42,10.65,0
CUST00467,1043500.0,577900.0,Business,617.0,91,8.9,0
CUST00468,1121000.0,467600.0,Other,592.0,36,31.84,0
CUST00469,280400.0,97500.0,Car,675.0,27,39.44,0
CUST00470,295100.0,214600.0,Other,621.0,41,10.37,0
CUST00471,431800.0,34800.0,Education,708.0,6,9.87,0
CUST00472,338700.0,175300.0,Education,576.0,12,11.65,0
CUST00473,539200.0,113700.0,Car,,87,22.73,0
CUST00474,422100.0,20000.0,Home,705.0,93,34.97,0
CUST00475,554700.0,106100.0,Home,485.0,5,23.97,0
CUST00476,772400.0,291500.0,Home,820.0,49,16.8,0
CUST00477,302900.0,157900.0,Car,627.0,36,25.96,1
CUST00478,765200.0,189200.0,Car,150.0,30,39.63,1
CUST00479,352300.0,343300.0,Car,663.0,9,24.51,1
CUST00480,,221400.0,Other,653.0,84,53.74,0
CUST00481,1014000.0,252500.0,Car,643.0,51,59.76,0
CUST00482,464700.0,22400.0,Car,729.0,37,21.13,0
CUST00483,316900.0,62600.0,Home,710.0,32,53.41,0
CUST00484,290800.0,123100.0,Home,674.0,4,40.46,1
CUST00485,724400.0,124200.0,Business,686.0,40,79.64,0
CUST00486,482300.0,228700.0,Education,642.0,9,16.55,0
CUST00487,742000.0,319200.0,Business,792.0,4,99.24,0
CUST00488,1318400.0,616900.0,Home,532.0,29,5.21,0
CUST00489,345700.0,20000.0,Education,661.0,95,18.0,0
CUST00490,281100.0,67200.0,Home,655.0,34,6.68,0
CUST00491,533200.0,317800.0,Home,715.0,4,94.46,0
CUST00492,818400.0,291600.0,Home,582.0,32,59.27,0
CUST00493,320200.0,218200.0,Home,511.0,115,47.13,0
CUST00494,496600.0,164400.0,Car,663.0,39,74.66,0
CUST00495,905800.0,467400.0,Home,672.0,91,21.45,0
CUST00496,234500.0,62600.0,Other,769.0,32,5.89,0
CUST00497,543600.0,83700.0,Car,548.0,41,31.06,0
CUST00498,383400.0,206600.0,Home,742.0,9,7.25,0
CUST00499,517000.0,117500.0,Home,839.0,9,33.0,0
CUST00500,,91100.0,Education,620.0,36,98.26,1
CUST00501,,147900.0,Home,547.0,41,29.91,0
CUST00502,310300.0,99200.0,Business,617.0,96,92.35,0
CUST00503,390200.0,165400.0,Other,651.0,75,9.76,0
CUST00504,929100.0,263400.0,Home,,7,45.63,0
CUST00505,566900.0,258000.0,Car,603.0,11,33.03,0
CUST00506,713600.0,340800.0,Home,774.0,36,27.01,0
CUST00507,547200.0,48200.0,Education,561.0,17,23.34,0
CUST00508,703700.0,144900.0,Car,511.0,41,42.52,0
CUST00509,409100.0,190200.0,Home,739.0,87,60.91,0
CUST00510,346100.0,173800.0,Home,468.0,85,29.94,0
CUST00511,689500.0,247500.0,Education,634.0,35,70.89,1
CUST00512,812100.0,512600.0,Car,850.0,101,4.99,0
CUST00513,324000.0,63900.0,Home,649.0,37,56.39,0
CUST00514,377300.0,109200.0,Education,560.0,6,74.68,0
CUST00515,454300.0,194400.0,Education,645.0,41,12.22,0
CUST00516,1013500.0,596600.0,Business,646.0,31,110.91,0
CUST00517,630000.0,288200.0,Home,663.0,31,63.73,0
CUST00518,269500.0,121700.0,Business,703.0,10,26.01,0
CUST00519,468900.0,20000.0,Education,567.0,44,22.42,0
CUST00520,437700.0,305300.0,Home,785.0,31,21.55,0
CUST00521,288400.0,20000.0,Education,670.0,75,26.1,0
CUST00522,466400.0,58700.0,Car,708.0,30,44.09,1
CUST00523,429100.0,112200.0,Other,600.0,38,17.73,0
CUST00524,415500.0,68600.0,Home,753.0,39,29.34,0
CUST00525,407000.0,20000.0,Education,629.0,9,8.73,0
CUST00526,948000.0,140600.0,Car,672.0,39,49.9,0
CUST00527,415100.0,105600.0,Other,575.0,85,34.14,1
CUST00528,500000.0,96800.0,Car,570.0,33,8.25,0
CUST00529,476200.0,330200.0,Other,705.0,86,51.04,0
CUST00530,389500.0,75300.0,Other,615.0,6,7.76,1
CUST00531,506800.0,92500.0,Home,582.0,11,47.3,0
CUST00532,503500.0,210000.0,Business,599.0,78,33.67,0
CUST00533,506800.0,289300.0,Other,706.0,81,39.95,0
CUST00534,332200.0,135400.0,Home,600.0,83,22.68,0
CUST00535,445600.0,149100.0,Car,641.0,38,5.18,0
CUST00536,688400.0,276100.0,Education,651.0,82,22.67,0
CUST00537,450900.0,20000.0,Home,497.0,85,11.66,0
CUST00538,525900.0,20000.0,Home,532.0,99,47.09,0
CUST00539,527100.0,32600.0,Home,677.0,35,36.41,0
CUST00540,590000.0,271400.0,Home,591.0,40,16.63,0
CUST00541,628700.0,125300.0,Car,735.0,99,18.11,0
CUST00542,452100.0,27900.0,Home,727.0,30,85.35,0
CUST00543,324500.0,116000.0,Business,708.0,40,68.6,0
CUST00544,282500.0,210900.0,Business,796.0,37,33.68,0
CUST00545,772900.0,305500.0,Home,643.0,40,75.06,0
CUST00546,691500.0,67000.0,Education,702.0,40,23.92,0
CUST00547,14469797.482250854,5436200.0,Education,603.0,5,57.11,0
CUST00548,704400.0,226300.0,Other,846.0,88,16.39,0
CUST00549,454700.0,161600.0,Home,809.0,34,18.48,0
CUST00550,369100.0,45100.0,Home,651.0,32,17.5,0
CUST00551,314500.0,134700.0,Other,681.0,5,60.04,0
CUST00552,299500.0,57000.0,Other,759.0,6,20.39,0
CUST00553,843600.0,345400.0,Business,638.0,8,77.37,0
CUST00554,391600.0,52700.0,Business,597.0,37,23.44,0
CUST00555,786000.0,243100.0,Home,720.0,3,38.35,0
CUST00556,449500.0,78500.0,Car,656.0,114,59.1,0
CUST00557,360700.0,197600.0,Home,665.0,7,7.29,0
CUST00558,298800.0,11090090.367050178,Home,,11,21.5,0
CUST00559,375200.0,104900.0,Business,513.0,7,58.69,1
CUST00560,925600.0,212400.0,Home,669.0,9,19.6,1
CUST00561,300200.0,90800.0,Car,722.0,38,11.67,1
CUST00562,1267500.0,651900.0,Other,632.0,93,12.29,0
CUST00563,334900.0,20000.0,Home,765.0,26,43.43,0
CUST00564,685200.0,392000.0,Other,594.0,9,73.32,0
CUST00565,458000.0,231000.0,Other,566.0,6,48.9,0
CUST00566,9992520.912770456,2700500.0,Education,645.0,28,18.23,0
CUST00567,275900.0,65200.0,Home,643.0,87,65.21,0
CUST00568,467800.0,199300.0,Car,712.0,7,21.3,0
CUST00569,290300.0,75100.0,Car,588.0,33,17.13,0
CUST00570,229400.0,66700.0,Car,759.0,33,34.31,0
CUST00571,516000.0,36100.0,Home,807.0,6,69.19,0
CUST00572,367300.0,74800.0,Other,647.0,24,30.67,0
CUST00573,1043400.0,332600.0,Home,750.0,6,35.69,0
CUST00574,766800.0,426100.0,Business,565.0,33,13.25,0
CUST00575,1049500.0,523000.0,Home,736.0,2,13.07,1
CUST00576,359900.0,58100.0,Education,734.0,33,5.37,0
CUST00577,519800.0,246400.0,Other,719.0,8,13.02,0
CUST00578,14436825.216764877,8014200.0,Home,649.0,99,13.52,0
CUST00579,430700.0,20000.0,Home,414.0,5,36.37,0
CUST00580,511100.0,8675334.42661028,Education,599.0,86,50.79,0
CUST00581,524000.0,240000.0,Business,600.0,75,19.7,0
CUST00582,,303400.0,Education,572.0,105,6.44,0
CUST00583,503800.0,262800.0,Car,660.0,22,31.89,0
CUST00584,144200.0,20000.0,Home,616.0,35,73.99,0
CUST00585,548700.0,71800.0,Other,584.0,37,42.77,0
CUST00586,607800.0,246800.0,Other,565.0,7,15.0,0
CUST00587,11960440.202480372,2531200.0,Car,593.0,31,58.83,0
CUST00588,577200.0,122400.0,Business,740.0,13,8.79,0
CUST00589,461000.0,215300.0,Car,597.0,91,14.25,0
CUST00590,803900.0,20000.0,Car,609.0,5,76.12,0
CUST00591,169300.0,170600.0,Home,613.0,42,19.86,0
CUST00592,387800.0,76600.0,Car,677.0,33,57.54,0
CUST00593,346400.0,163200.0,Education,686.0,36,26.71,0
CUST00594,481400.0,65400.0,Home,406.0,47,42.28,0
CUST00595,181800.0,111700.0,Car,732.0,9,16.06,0
CUST00596,885400.0,148600.0,Business,765.0,35,40.03,0
CUST00597,437000.0,242100.0,Education,566.0,3,30.37,0
CUST00598,564400.0,239600.0,Education,572.0,94,17.23,0
CUST00599,540600.0,218200.0,Other,614.0,36,22.18,0
CUST00600,863000.0,89100.0,Home,590.0,100,8.55,0
