customer_id,annual_income,loan_amount,credit_score,transaction_count,spending_ratio,default_flag,age,employment_type,repayment_history,inflation_rate,unemployment_rate,join_year,join_month,join_day,join_weekday,education_level_encoded,gender_encoded,region_East,region_North,region_South,region_West,purpose_Business,purpose_Car,purpose_Education,purpose_Home,purpose_Other,income_band,good_credit_flag,txn_quantile_bin,txn_kmeans_bin,debt_to_income_ratio,avg_monthly_transactions,spending_to_income_ratio
CUST00126,745500.0,294800.0,508.0,29,51.16,0,23.0,Salaried,2,5.4,6.1,2025,2,3,Monday,3.0,0,False,True,False,False,False,False,False,True,False,High,0,Q2,1,0.3954,4.83,51.16
CUST00127,314800.0,200900.0,604.0,5,71.46,0,21.0,Self-Employed,1,5.9,7.2,2021,10,22,Friday,1.0,1,True,False,False,False,False,True,False,False,False,Low,0,Q1,2,0.6382,0.83,71.46
CUST00128,920800.0,180200.0,629.0,38,71.72,0,25.0,Self-Employed,1,4.8,5.3,2020,6,15,Monday,2.0,1,False,False,True,False,False,False,True,False,False,Very High,0,Q3,1,0.1957,6.33,71.72
CUST00129,575300.0,24700.0,599.0,7,7.15,0,46.0,Self-Employed,1,5.1,5.8,2024,10,24,Thursday,2.0,1,False,False,False,True,False,False,True,False,False,Medium,0,Q1,2,0.0429,1.17,7.15
CUST00130,642900.0,426400.0,605.0,6,30.27,0,34.0,Salaried,1,5.4,6.1,2021,7,15,Thursday,3.0,0,False,True,False,False,False,False,False,True,False,High,0,Q1,2,0.6632,1.0,30.27
CUST00131,442700.0,94900.0,800.0,80,9.18,0,59.0,Self-Employed,2,4.8,5.3,2020,8,26,Wednesday,1.0,0,False,False,True,False,False,False,False,False,True,Medium,1,Q4,0,0.2144,13.33,9.18
CUST00132,322000.0,118800.0,582.0,9,15.02,0,47.0,Salaried,2,4.8,5.3,2021,3,4,Thursday,2.0,0,False,False,True,False,False,False,False,True,False,Low,0,Q1,2,0.3689,1.5,15.02
CUST00133,505200.0,241300.0,845.0,39,73.41,0,29.0,Salaried,2,5.1,5.8,2023,6,16,Friday,1.0,0,False,False,False,True,False,False,False,False,True,Medium,1,Q3,1,0.4776,6.5,73.41
CUST00134,531900.0,191900.0,685.0,88,88.03,0,35.0,Salaried,5,4.8,5.3,2022,11,26,Saturday,3.0,0,False,False,True,False,False,False,False,True,False,Medium,0,Q4,0,0.3608,14.67,88.03
CUST00135,262100.0,240100.0,657.0,6,42.3,0,35.0,Salaried,4,5.9,7.2,2019,5,2,Thursday,2.0,0,True,False,False,False,False,True,False,False,False,Low,0,Q1,2,0.9161,1.0,42.3
CUST00136,337600.0,20000.0,688.0,37,35.09,0,46.0,Salaried,5,5.4,6.1,2020,10,4,Sunday,1.0,2,False,True,False,False,False,True,False,False,False,Low,0,Q3,1,0.0592,6.17,35.09
CUST00137,765600.0,241400.0,850.0,13,42.76,0,62.0,Unemployed,3,5.1,5.8,2020,12,8,Tuesday,2.0,0,False,False,False,True,False,True,False,False,False,High,1,Q2,2,0.3153,2.17,42.76
CUST00138,352100.0,217500.0,632.8,7,69.25,0,33.0,Self-Employed,2,4.8,5.3,2021,10,13,Wednesday,2.0,0,False,False,True,False,False,False,True,False,False,Low,0,Q1,2,0.6177,1.17,69.25
CUST00139,308600.0,53400.0,560.0,38,42.2,0,52.0,Salaried,1,5.4,6.1,2022,5,17,Tuesday,0.0,0,False,True,False,False,False,True,False,False,False,Low,0,Q3,1,0.173,6.33,42.2
CUST00140,426600.0,226800.0,590.0,96,10.27,0,59.0,Unemployed,2,5.9,7.2,2025,4,11,Friday,3.0,1,True,False,False,False,False,True,False,False,False,Medium,0,Q4,0,0.5316,16.0,10.27
CUST00141,494200.0,20000.0,653.0,8,27.27,0,52.0,Salaried,3,5.4,6.1,2019,7,22,Monday,1.0,0,False,True,False,False,True,False,False,False,False,Medium,0,Q1,2,0.0405,1.33,27.27
CUST00142,434100.0,152500.0,512.0,30,24.49,0,24.0,Unemployed,0,5.4,6.1,2023,12,12,Tuesday,2.0,1,False,True,False,False,False,False,True,False,False,Medium,0,Q2,1,0.3513,5.0,24.49
CUST00143,475700.0,186300.0,652.0,38,12.52,0,50.0,Salaried,2,5.1,5.8,2023,1,17,Tuesday,2.0,0,False,False,False,True,True,False,False,False,False,Medium,0,Q3,1,0.3916,6.33,12.52
CUST00144,540200.0,263300.0,785.0,71,51.4,0,57.0,Salaried,4,4.8,5.3,2021,11,6,Saturday,2.0,2,False,False,True,False,False,False,False,True,False,Medium,1,Q4,0,0.4874,11.83,51.4
CUST00145,487180.0,165300.0,662.0,7,68.73,0,43.0,Self-Employed,1,5.9,7.2,2025,2,9,Sunday,1.0,1,True,False,False,False,False,False,True,False,False,Medium,0,Q1,2,0.3393,1.17,68.73
CUST00146,278200.0,41100.0,627.0,40,19.05,0,59.0,Self-Employed,2,4.8,5.3,2019,6,12,Wednesday,3.0,1,False,False,True,False,False,False,True,False,False,Low,0,Q3,1,0.1477,6.67,19.05
CUST00147,143600.0,20000.0,300.0,40,7.84,0,35.0,Self-Employed,1,5.1,5.8,2025,9,7,Sunday,2.0,1,False,False,False,True,False,True,False,False,False,Low,0,Q3,1,0.1393,6.67,7.84
CUST00148,747200.0,146500.0,722.0,38,18.42,0,63.0,Unemployed,6,5.4,6.1,2024,2,17,Saturday,2.0,1,False,True,False,False,False,True,False,False,False,High,1,Q3,1,0.1961,6.33,18.42
CUST00149,492300.0,267400.0,584.0,83,31.82,0,49.0,Self-Employed,0,4.8,5.3,2021,4,1,Thursday,2.0,0,False,False,True,False,False,True,False,False,False,Medium,0,Q4,0,0.5432,13.83,31.82
CUST00150,783500.0,311200.0,695.2,88,32.2,0,56.0,Salaried,1,5.1,5.8,2021,10,26,Tuesday,2.0,1,False,False,False,True,False,False,False,True,False,High,0,Q4,0,0.3972,14.67,32.2
CUST00151,293000.0,124600.0,805.0,7,41.27,0,33.0,Self-Employed,2,5.1,5.8,2020,12,27,Sunday,0.0,1,False,False,False,True,False,False,False,True,False,Low,1,Q1,2,0.4253,1.17,41.27
CUST00152,494300.0,232000.0,671.0,28,47.32,0,52.0,Self-Employed,2,4.8,5.3,2021,7,26,Monday,1.0,1,False,False,True,False,False,False,False,True,False,Medium,0,Q2,1,0.4694,4.67,47.32
CUST00153,538600.0,185500.0,649.0,30,70.27,0,27.0,Salaried,4,4.8,5.3,2022,12,14,Wednesday,3.0,0,False,False,True,False,False,False,True,False,False,Medium,0,Q2,1,0.3444,5.0,70.27
CUST00154,379700.0,165000.0,732.0,11,56.59,0,42.0,Self-Employed,0,5.1,5.8,2025,11,23,Sunday,1.0,0,False,False,False,True,False,False,True,False,False,Low,1,Q2,2,0.4346,1.83,56.59
CUST00155,243000.0,111100.0,738.0,33,55.29,0,48.0,Salaried,2,4.8,5.3,2019,6,5,Wednesday,2.0,1,False,False,True,False,False,False,False,False,True,Low,1,Q2,1,0.4572,5.5,55.29
CUST00156,432180.0,128600.0,586.0,29,29.82,0,22.0,Salaried,2,5.9,7.2,2021,11,6,Saturday,3.0,1,True,False,False,False,True,False,False,False,False,Medium,0,Q2,1,0.2976,4.83,29.82
CUST00157,917700.0,504150.0,608.0,32,9.86,0,62.0,Self-Employed,1,5.9,7.2,2019,11,7,Thursday,0.0,1,True,False,False,False,False,False,False,True,False,Very High,0,Q2,1,0.5494,5.33,9.86
CUST00158,411700.0,216100.0,544.0,102,42.55,0,44.0,Self-Employed,0,5.4,6.1,2025,12,15,Monday,2.0,0,False,True,False,False,True,False,False,False,False,Medium,0,Q4,0,0.5249,17.0,42.55
CUST00159,615100.0,96300.0,683.0,3,46.81,0,48.0,Self-Employed,0,5.4,6.1,2021,4,9,Friday,2.0,0,False,True,False,False,True,False,False,False,False,Medium,0,Q1,2,0.1566,0.5,46.81
CUST00160,393100.0,114900.0,703.0,87,55.44,0,48.0,Self-Employed,1,5.9,7.2,2024,1,28,Sunday,2.0,1,True,False,False,False,False,True,False,False,False,Medium,1,Q4,0,0.2923,14.5,55.44
CUST00161,312400.0,155800.0,542.0,31,13.58,0,64.0,Salaried,3,5.4,6.1,2025,11,13,Thursday,0.0,1,False,True,False,False,False,False,True,False,False,Low,0,Q2,1,0.4987,5.17,13.58
CUST00162,1112700.0,344100.0,614.0,28,67.33,0,64.0,Self-Employed,3,5.4,6.1,2019,2,13,Wednesday,0.0,1,False,True,False,False,False,False,False,False,True,Very High,0,Q2,1,0.3092,4.67,67.33
CUST00163,232100.0,221900.0,542.0,89,38.94,0,40.0,Salaried,0,5.1,5.8,2024,6,12,Wednesday,2.0,0,False,False,False,True,False,False,True,False,False,Low,0,Q4,0,0.9561,14.83,38.94
CUST00164,430000.0,255000.0,578.0,34,10.72,0,50.0,Salaried,2,5.9,7.2,2019,9,30,Monday,3.0,1,True,False,False,False,False,False,False,False,True,Medium,0,Q2,1,0.593,5.67,10.72
CUST00165,507900.0,143900.0,694.0,27,6.54,0,31.0,Salaried,2,5.9,7.2,2021,12,31,Friday,2.0,1,True,False,False,False,False,False,False,True,False,Medium,0,Q2,1,0.2833,4.5,6.54
CUST00166,1027900.0,147400.0,591.0,43,29.82,0,48.0,Salaried,1,5.9,7.2,2021,5,6,Thursday,2.0,1,True,False,False,False,False,False,False,True,False,Very High,0,Q3,1,0.1434,7.17,29.82
CUST00167,731900.0,219100.0,626.0,39,33.94,0,45.0,Salaried,2,5.9,7.2,2023,5,1,Monday,0.0,1,True,False,False,False,False,True,False,False,False,High,0,Q3,1,0.2994,6.5,33.94
CUST00168,230400.0,96200.0,520.0,109,15.12,0,59.0,Self-Employed,3,5.4,6.1,2023,7,5,Wednesday,2.0,0,False,True,False,False,False,False,True,False,False,Low,0,Q4,0,0.4175,18.17,15.12
CUST00169,488300.0,246700.0,660.8,94,32.04,0,53.0,Salaried,3,4.8,5.3,2019,5,22,Wednesday,1.0,1,False,False,True,False,True,False,False,False,False,Medium,0,Q4,0,0.5052,15.67,32.04
CUST00170,493600.0,180000.0,646.0,11,36.68,0,21.0,Salaried,0,4.8,5.3,2019,6,12,Wednesday,3.0,0,False,False,True,False,False,False,False,False,True,Medium,0,Q2,2,0.3647,1.83,36.68
CUST00171,441200.0,115600.0,592.0,7,61.98,0,47.0,Salaried,1,4.8,5.3,2022,12,23,Friday,3.0,0,False,False,True,False,False,True,False,False,False,Medium,0,Q1,2,0.262,1.17,61.98
CUST00172,646200.0,296700.0,635.0,34,30.24,0,33.0,Salaried,0,5.1,5.8,2022,8,25,Thursday,2.0,1,False,False,False,True,False,False,False,True,False,High,0,Q2,1,0.4591,5.67,30.24
CUST00173,259300.0,55000.0,662.4,11,42.82,0,61.0,Self-Employed,4,4.8,5.3,2020,12,8,Tuesday,3.0,1,False,False,True,False,True,False,False,False,False,Low,0,Q2,2,0.2121,1.83,42.82
CUST00174,406800.0,181900.0,585.0,36,67.85,0,23.0,Salaried,1,4.8,5.3,2019,10,22,Tuesday,0.0,0,False,False,True,False,False,False,True,False,False,Medium,0,Q3,1,0.4471,6.0,67.85
CUST00175,606500.0,155800.0,532.0,10,28.74,0,44.0,Salaried,1,4.8,5.3,2024,8,2,Friday,2.0,1,False,False,True,False,False,False,False,True,False,Medium,0,Q1,2,0.2569,1.67,28.74
CUST00176,663800.0,292400.0,794.0,26,17.99,0,26.0,Salaried,2,5.4,6.1,2024,1,10,Wednesday,1.0,1,False,True,False,False,False,True,False,False,False,High,1,Q2,1,0.4405,4.33,17.99
CUST00177,522900.0,211300.0,599.0,3,45.07,0,28.0,Salaried,1,4.8,5.3,2023,7,4,Tuesday,3.0,2,False,False,True,False,True,False,False,False,False,Medium,0,Q1,2,0.4041,0.5,45.07
CUST00178,429400.0,152800.0,642.0,10,53.46,1,47.0,Salaried,1,5.4,6.1,2024,12,19,Thursday,1.0,1,False,True,False,False,True,False,False,False,False,Medium,0,Q1,2,0.3558,1.67,53.46
CUST00179,463300.0,123700.0,731.0,37,67.28,0,29.0,Salaried,3,5.4,6.1,2020,12,8,Tuesday,2.0,1,False,True,False,False,False,True,False,False,False,Medium,1,Q3,1,0.267,6.17,67.28
CUST00180,682300.0,214500.0,850.0,38,22.04,0,57.0,Self-Employed,2,5.4,6.1,2024,9,30,Monday,3.0,1,False,True,False,False,False,True,False,False,False,High,1,Q3,1,0.3144,6.33,22.04
CUST00181,496500.0,106400.0,550.0,92,23.45,1,53.0,Self-Employed,5,4.8,5.3,2019,6,26,Wednesday,0.0,0,False,False,True,False,False,False,False,False,True,Medium,0,Q4,0,0.2143,15.33,23.45
CUST00182,560880.0,194100.0,686.0,83,48.86,0,62.0,Salaried,1,5.9,7.2,2022,7,1,Friday,1.0,1,True,False,False,False,False,False,True,False,False,Medium,0,Q4,0,0.3461,13.83,48.86
CUST00183,280700.0,102200.0,593.0,38,41.86,0,64.0,Unemployed,2,5.4,6.1,2020,12,26,Saturday,2.0,1,False,True,False,False,False,True,False,False,False,Low,0,Q3,1,0.3641,6.33,41.86
CUST00184,250100.0,168400.0,607.0,10,49.22,0,44.0,Salaried,0,4.8,5.3,2020,2,16,Sunday,2.0,1,False,False,True,False,False,False,False,True,False,Low,0,Q1,2,0.6733,1.67,49.22
CUST00185,941300.0,442900.0,592.0,97,41.74,1,35.0,Salaried,5,5.9,7.2,2025,7,29,Tuesday,1.0,1,True,False,False,False,True,False,False,False,False,Very High,0,Q4,0,0.4705,16.17,41.74
CUST00186,703200.0,204200.0,560.0,109,27.34,0,44.0,Unemployed,1,5.4,6.1,2024,6,2,Sunday,1.0,1,False,True,False,False,False,False,False,True,False,High,0,Q4,0,0.2904,18.17,27.34
CUST00187,466100.0,173400.0,676.8,115,27.87,0,52.0,Salaried,1,5.1,5.8,2019,1,10,Thursday,1.0,1,False,False,False,True,False,False,False,True,False,Medium,0,Q4,0,0.372,19.17,27.87
CUST00188,398600.0,87800.0,532.0,11,29.11,0,44.0,Unemployed,1,4.8,5.3,2020,9,2,Wednesday,3.0,0,False,False,True,False,False,False,True,False,False,Medium,0,Q2,2,0.2203,1.83,29.11
CUST00189,377700.0,101900.0,726.0,99,58.41,0,44.0,Salaried,3,4.8,5.3,2023,9,21,Thursday,2.0,1,False,False,True,False,False,False,False,True,False,Low,1,Q4,0,0.2698,16.5,58.41
CUST00190,799700.0,157100.0,654.0,6,60.88,1,32.0,Salaried,3,5.9,7.2,2019,8,14,Wednesday,0.0,1,True,False,False,False,False,False,True,False,False,High,0,Q1,2,0.1964,1.0,60.88
CUST00191,1152000.0,418200.0,684.0,32,5.63,0,59.0,Salaried,1,5.4,6.1,2021,9,18,Saturday,1.0,1,False,True,False,False,False,False,False,True,False,Very High,0,Q2,1,0.363,5.33,5.63
CUST00192,372300.0,97000.0,613.0,94,47.11,0,22.0,Self-Employed,1,5.9,7.2,2022,2,28,Monday,1.0,1,True,False,False,False,False,False,True,False,False,Low,0,Q4,0,0.2605,15.67,47.11
CUST00193,816100.0,121600.0,621.0,9,62.83,0,23.0,Salaried,0,4.8,5.3,2021,12,27,Monday,1.0,1,False,False,True,False,False,False,False,True,False,High,0,Q1,2,0.149,1.5,62.83
CUST00194,495100.0,133800.0,673.0,81,33.22,0,57.0,Self-Employed,5,5.1,5.8,2021,6,7,Monday,2.0,0,False,False,False,True,False,False,False,True,False,Medium,0,Q4,0,0.2702,13.5,33.22
CUST00195,444400.0,287600.0,557.0,7,1.0,0,37.0,Salaried,0,5.4,6.1,2019,3,2,Saturday,1.0,1,False,True,False,False,False,False,False,True,False,Medium,0,Q1,2,0.6472,1.17,1.0
CUST00196,962100.0,305800.0,621.0,99,35.97,0,22.0,Salaried,1,4.8,5.3,2024,6,9,Sunday,1.0,1,False,False,True,False,False,False,False,False,True,Very High,0,Q4,0,0.3178,16.5,35.97
CUST00197,486700.0,222000.0,581.0,9,21.97,0,22.0,Salaried,2,5.9,7.2,2019,5,30,Thursday,2.0,1,True,False,False,False,True,False,False,False,False,Medium,0,Q1,2,0.4561,1.5,21.97
CUST00198,558700.0,20000.0,579.0,80,37.39,0,48.0,Salaried,2,5.4,6.1,2024,11,7,Thursday,1.0,0,False,True,False,False,False,False,False,True,False,Medium,0,Q4,0,0.0358,13.33,37.39
CUST00199,546700.0,90200.0,481.0,5,73.55,0,43.0,Salaried,4,4.8,5.3,2022,3,27,Sunday,2.0,0,False,False,True,False,True,False,False,False,False,Medium,0,Q1,2,0.165,0.83,73.55
CUST00200,629780.0,254200.0,599.2,42,41.75,0,57.0,Salaried,1,5.9,7.2,2020,5,29,Friday,2.0,0,True,False,False,False,False,False,True,False,False,Medium,0,Q3,1,0.4036,7.0,41.75
CUST00201,556700.0,143500.0,300.0,35,76.21,0,52.0,Self-Employed,3,5.1,5.8,2021,4,28,Wednesday,2.0,1,False,False,False,True,False,False,False,False,True,Medium,0,Q3,1,0.2578,5.83,76.21
CUST00202,379600.0,59400.0,743.0,36,14.88,0,53.0,Self-Employed,0,4.8,5.3,2020,5,19,Tuesday,2.0,0,False,False,True,False,False,True,False,False,False,Low,1,Q3,1,0.1565,6.0,14.88
CUST00203,257900.0,20000.0,736.0,9,57.88,0,21.0,Salaried,2,5.1,5.8,2022,8,6,Saturday,2.0,1,False,False,False,True,False,False,True,False,False,Low,1,Q1,2,0.0775,1.5,57.88
CUST00204,387400.0,149900.0,547.0,42,50.28,0,39.0,Salaried,1,5.1,5.8,2024,6,7,Friday,3.0,1,False,False,False,True,False,False,False,True,False,Low,0,Q3,1,0.3869,7.0,50.28
CUST00205,386000.0,108700.0,563.0,9,31.6,0,22.0,Salaried,1,5.1,5.8,2020,9,11,Friday,2.0,1,False,False,False,True,False,True,False,False,False,Low,0,Q1,2,0.2816,1.5,31.6
CUST00206,777200.0,120800.0,850.0,33,4.15,0,64.0,Salaried,1,5.4,6.1,2024,5,7,Tuesday,2.0,1,False,True,False,False,False,False,False,False,True,High,1,Q2,1,0.1554,5.5,4.15
CUST00207,302900.0,57200.0,790.0,10,30.34,1,46.0,Salaried,5,5.9,7.2,2022,6,9,Thursday,3.0,0,True,False,False,False,False,False,True,False,False,Low,1,Q1,2,0.1888,1.67,30.34
CUST00208,342700.0,52700.0,647.0,83,16.94,0,52.0,Salaried,1,4.8,5.3,2021,8,14,Saturday,2.0,0,False,False,True,False,False,False,False,True,False,Low,0,Q4,0,0.1538,13.83,16.94
CUST00209,543600.0,177600.0,671.0,14,5.58,0,26.0,Salaried,3,5.1,5.8,2025,8,18,Monday,1.0,1,False,False,False,True,False,False,False,True,False,Medium,0,Q2,2,0.3267,2.33,5.58
CUST00210,269200.0,114400.0,600.0,5,18.16,0,52.0,Salaried,3,4.8,5.3,2022,8,8,Monday,1.0,0,False,False,True,False,True,False,False,False,False,Low,0,Q1,2,0.425,0.83,18.16
CUST00211,363500.0,145700.0,685.0,8,43.74,0,24.0,Salaried,1,5.4,6.1,2022,6,25,Saturday,1.0,2,False,True,False,False,False,False,True,False,False,Low,0,Q1,2,0.4008,1.33,43.74
CUST00212,1152675.0,504150.0,593.0,39,35.45,0,31.0,Salaried,2,5.9,7.2,2025,6,12,Thursday,3.0,0,True,False,False,False,False,True,False,False,False,Very High,0,Q3,1,0.4374,6.5,35.45
CUST00213,739700.0,293100.0,487.0,13,29.59,0,37.0,Self-Employed,3,4.8,5.3,2019,4,1,Monday,2.0,0,False,False,True,False,False,False,False,False,True,High,0,Q2,2,0.3962,2.17,29.59
CUST00214,426900.0,20800.0,544.0,36,11.35,0,58.0,Self-Employed,0,5.1,5.8,2024,2,10,Saturday,3.0,0,False,False,False,True,False,False,False,True,False,Medium,0,Q3,1,0.0487,6.0,11.35
CUST00215,485500.0,180800.0,652.0,83,3.1,0,44.0,Salaried,0,5.1,5.8,2021,4,12,Monday,2.0,2,False,False,False,True,False,True,False,False,False,Medium,0,Q4,0,0.3724,13.83,3.1
CUST00216,738400.0,446200.0,560.0,35,13.7,0,25.0,Salaried,1,5.9,7.2,2025,11,21,Friday,2.0,0,True,False,False,False,False,False,False,False,True,High,0,Q3,1,0.6043,5.83,13.7
CUST00217,480880.0,185500.0,645.0,32,24.5,1,54.0,Self-Employed,3,5.4,6.1,2024,2,16,Friday,0.0,1,False,True,False,False,False,True,False,False,False,Medium,0,Q2,1,0.3858,5.33,24.5
CUST00218,424900.0,318300.0,564.0,11,17.98,0,26.0,Salaried,0,5.9,7.2,2024,3,8,Friday,2.0,1,True,False,False,False,False,False,False,True,False,Medium,0,Q2,2,0.7491,1.83,17.98
CUST00219,304000.0,20000.0,587.0,48,23.42,0,42.0,Self-Employed,1,5.4,6.1,2025,5,18,Sunday,2.0,0,False,True,False,False,False,False,True,False,False,Low,0,Q4,1,0.0658,8.0,23.42
CUST00220,303700.0,91400.0,718.0,9,79.61,0,31.0,Salaried,0,5.4,6.1,2021,11,26,Friday,3.0,1,False,True,False,False,True,False,False,False,False,Low,1,Q1,2,0.301,1.5,79.61
CUST00221,323100.0,20000.0,670.0,44,30.87,0,36.0,Salaried,5,5.1,5.8,2020,6,15,Monday,1.0,0,False,False,False,True,False,False,False,True,False,Low,0,Q3,1,0.0619,7.33,30.87
CUST00222,391800.0,198300.0,649.0,11,60.54,0,53.0,Salaried,2,5.4,6.1,2022,9,24,Saturday,2.0,1,False,True,False,False,False,False,False,False,True,Medium,0,Q2,2,0.5061,1.83,60.54
CUST00223,411200.0,314900.0,720.0,39,16.44,0,29.0,Salaried,1,4.8,5.3,2024,9,17,Tuesday,2.0,1,False,False,True,False,True,False,False,False,False,Medium,1,Q3,1,0.7658,6.5,16.44
CUST00224,839180.0,367500.0,688.0,31,15.85,0,26.0,Salaried,6,5.1,5.8,2023,6,16,Friday,2.0,1,False,False,False,True,False,False,False,True,False,High,0,Q2,1,0.4379,5.17,15.85
CUST00225,327400.0,182400.0,766.0,103,7.95,0,36.0,Salaried,2,4.8,5.3,2025,12,17,Wednesday,2.0,1,False,False,True,False,True,False,False,False,False,Low,1,Q4,0,0.5571,17.17,7.95
CUST00226,564600.0,175900.0,613.0,7,32.34,0,49.0,Self-Employed,1,4.8,5.3,2023,11,30,Thursday,2.0,0,False,False,True,False,False,True,False,False,False,Medium,0,Q1,2,0.3115,1.17,32.34
CUST00227,608200.0,329900.0,616.0,35,12.31,0,23.0,Salaried,3,5.1,5.8,2020,12,20,Sunday,1.0,0,False,False,False,True,False,True,False,False,False,Medium,0,Q3,1,0.5424,5.83,12.31
CUST00228,396100.0,89500.0,546.0,10,107.08,1,40.0,Salaried,3,5.4,6.1,2023,6,28,Wednesday,2.0,0,False,True,False,False,True,False,False,False,False,Medium,0,Q1,2,0.226,1.67,107.08
CUST00229,340400.0,146900.0,681.2,41,25.83,0,56.0,Self-Employed,2,5.9,7.2,2019,7,31,Wednesday,2.0,0,True,False,False,False,False,False,False,False,True,Low,0,Q3,1,0.4316,6.83,25.83
CUST00230,508000.0,192500.0,727.0,96,27.4,0,39.0,Salaried,2,5.1,5.8,2025,3,10,Monday,3.0,1,False,False,False,True,False,False,False,True,False,Medium,1,Q4,0,0.3789,16.0,27.4
CUST00231,446300.0,73600.0,754.0,35,24.23,0,46.0,Salaried,0,5.1,5.8,2024,6,25,Tuesday,3.0,1,False,False,False,True,False,True,False,False,False,Medium,1,Q3,1,0.1649,5.83,24.23
CUST00232,539900.0,247200.0,650.0,32,17.07,0,44.0,Self-Employed,2,5.9,7.2,2023,1,29,Sunday,1.0,0,True,False,False,False,False,True,False,False,False,Medium,0,Q2,1,0.4579,5.33,17.07
CUST00233,991000.0,276100.0,506.0,88,61.58,0,39.0,Salaried,2,4.8,5.3,2021,4,14,Wednesday,1.0,1,False,False,True,False,False,True,False,False,False,Very High,0,Q4,0,0.2786,14.67,61.58
CUST00234,504300.0,504150.0,737.0,35,38.34,0,40.0,Salaried,2,5.4,6.1,2019,6,16,Sunday,3.0,1,False,True,False,False,False,True,False,False,False,Medium,1,Q3,1,0.9997,5.83,38.34
CUST00235,366700.0,93500.0,503.0,28,6.25,0,52.0,Salaried,3,5.1,5.8,2023,2,13,Monday,2.0,1,False,False,False,True,False,False,False,True,False,Low,0,Q2,1,0.255,4.67,6.25
CUST00236,327500.0,91600.0,722.0,37,6.04,0,27.0,Salaried,1,5.1,5.8,2023,6,30,Friday,3.0,1,False,False,False,True,False,False,True,False,False,Low,1,Q3,1,0.2797,6.17,6.04
CUST00237,333200.0,114100.0,621.0,28,8.97,0,61.0,Self-Employed,1,4.8,5.3,2022,3,7,Monday,1.0,2,False,False,True,False,False,True,False,False,False,Low,0,Q2,1,0.3424,4.67,8.97
CUST00238,253200.0,57900.0,706.0,12,10.66,0,53.0,Self-Employed,1,5.4,6.1,2021,11,25,Thursday,2.0,0,False,True,False,False,False,False,False,True,False,Low,1,Q2,2,0.2287,2.0,10.66
CUST00239,744000.0,325200.0,543.0,87,22.04,0,60.0,Self-Employed,2,5.4,6.1,2025,5,29,Thursday,2.0,1,False,True,False,False,True,False,False,False,False,High,0,Q4,0,0.4371,14.5,22.04
CUST00240,179000.0,100600.0,744.0,40,54.89,0,59.0,Self-Employed,2,5.4,6.1,2025,4,21,Monday,3.0,0,False,True,False,False,True,False,False,False,False,Low,1,Q3,1,0.562,6.67,54.89
CUST00241,609000.0,344300.0,533.0,7,31.09,0,38.0,Salaried,1,5.9,7.2,2019,7,7,Sunday,1.0,0,True,False,False,False,False,True,False,False,False,Medium,0,Q1,2,0.5654,1.17,31.09
CUST00242,330800.0,222700.0,597.0,32,8.51,0,60.0,Salaried,0,4.8,5.3,2021,7,7,Wednesday,2.0,1,False,False,True,False,False,False,False,True,False,Low,0,Q2,1,0.6732,5.33,8.51
CUST00243,388300.0,27200.0,570.0,33,14.08,1,21.0,Salaried,2,5.1,5.8,2022,8,7,Sunday,2.0,1,False,False,False,True,False,False,True,False,False,Medium,0,Q2,1,0.07,5.5,14.08
CUST00244,326400.0,37800.0,510.0,13,5.62,0,31.0,Salaried,0,5.9,7.2,2023,7,8,Saturday,0.0,0,True,False,False,False,False,False,False,True,False,Low,0,Q2,2,0.1158,2.17,5.62
CUST00245,937200.0,409900.0,658.0,43,26.48,0,48.0,Salaried,0,5.4,6.1,2021,6,19,Saturday,2.0,1,False,True,False,False,False,False,False,True,False,Very High,0,Q3,1,0.4374,7.17,26.48
CUST00246,492500.0,290400.0,794.0,86,52.9,0,45.0,Unemployed,3,5.9,7.2,2022,3,22,Tuesday,2.0,1,True,False,False,False,True,False,False,False,False,Medium,1,Q4,0,0.5896,14.33,52.9
CUST00247,697800.0,409000.0,850.0,91,103.8,0,43.0,Salaried,0,4.8,5.3,2019,4,13,Saturday,3.0,1,False,False,True,False,False,False,False,True,False,High,1,Q4,0,0.5861,15.17,103.8
CUST00248,877900.0,504150.0,658.0,111,12.48,0,51.0,Salaried,1,5.9,7.2,2019,11,26,Tuesday,2.0,1,True,False,False,False,False,False,False,True,False,High,0,Q4,0,0.5743,18.5,12.48
CUST00249,526300.0,265000.0,739.0,92,39.97,0,50.0,Salaried,1,5.9,7.2,2019,9,13,Friday,1.0,1,True,False,False,False,False,False,False,True,False,Medium,1,Q4,0,0.5035,15.33,39.97
CUST00250,285500.0,138800.0,669.0,5,89.64,0,62.0,Self-Employed,3,5.1,5.8,2023,5,31,Wednesday,0.0,0,False,False,False,True,False,False,False,True,False,Low,0,Q1,2,0.4862,0.83,89.64
CUST00251,442700.0,64100.0,690.0,38,54.23,0,55.0,Self-Employed,1,5.1,5.8,2022,4,14,Thursday,2.0,1,False,False,False,True,False,False,False,True,False,Medium,0,Q3,1,0.1448,6.33,54.23
CUST00252,350100.0,28300.0,623.0,85,50.2,0,27.0,Salaried,2,5.4,6.1,2019,5,4,Saturday,1.0,1,False,True,False,False,False,False,False,False,True,Low,0,Q4,0,0.0808,14.17,50.2
