customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST1177,47.0,Male,North,Secondary,Salaried,253491.19512912928,282874.8526184047,Home,550.7525132127413,2,40,95.0,2021-08-23 13:32:27,1
CUST1178,29.0,Male,West,Post-Graduate,Self-Employed,363943.27923542564,467096.3512412945,Business,652.2770758735325,1,31,34.998487340749065,2019-05-25 02:56:46,0
CUST1179,57.0,Female,South,Secondary,Self-Employed,652709.3481156337,498782.4412922767,Home,651.7383592791779,0,35,88.331951878518,2021-04-07 03:21:08,0
CUST1180,53.0,Male,East,Post-Graduate,Salaried,1113981.407095067,126179.66033544751,Education,423.4145345224597,1,42,38.67345066660329,2023-12-10 00:17:10,0
CUST1181,62.0,Male,North,Graduate,Salaried,328357.6662947609,391046.07824039407,Home,742.7677031500398,2,26,82.55823004775364,2019-10-12 04:01:11,1
CUST1182,64.0,Female,North,Post-Graduate,Unemployed,320613.18170640816,217698.17169109255,Other,478.8708700455319,2,31,30.712676910742815,2016-07-26 02:00:45,0
CUST1183,44.0,Other,West,Post-Graduate,Self-Employed,667739.673767837,263791.52234419924,Business,638.3250051109359,1,36,2.0781123936661285,2024-10-11 03:36:35,0
CUST1184,35.0,Male,East,Secondary,Salaried,840934.8879987409,262040.8402220906,Other,756.2092361284244,0,41,12.850776684248617,2017-02-18 09:08:36,0
CUST1185,52.0,Male,South,Post-Graduate,Self-Employed,475180.25753485796,255807.92030922585,Education,826.7347173350943,3,43,26.003675830618718,2017-06-29 13:16:44,0
CUST1186,52.0,Male,West,Secondary,Salaried,275721.1687755662,605684.9148467839,Business,620.9560109049136,4,41,10.797223166427441,2023-04-11 09:01:33,0
CUST1187,44.0,Male,South,Secondary,Salaried,686749.8441772691,106951.5731768747,Education,535.364073310633,0,44,7.983925659333178,2015-02-02 00:37:29,0
CUST1188,61.0,Female,North,Secondary,Salaried,722968.2794605946,86387.13004446433,Other,753.2438580614366,2,41,21.533185990397705,2015-05-09 19:28:29,0
CUST1189,32.0,Male,South,Graduate,Unemployed,955731.0253076497,76116.92752316396,Education,719.212524009621,6,43,67.76453882019494,2022-11-08 12:38:39,0
CUST1190,59.0,Female,South,Secondary,Unemployed,731389.4224648557,461153.64757151215,Business,610.880616833722,1,33,1.0,2019-11-06 03:47:22,0
CUST1191,22.0,Male,West,Graduate,Salaried,765613.2152744759,152655.26754113781,Business,600.7410033432635,3,48,36.65847377020237,2015-04-13 01:37:25,1
CUST1192,23.0,Female,South,Graduate,Salaried,547570.9712264189,262842.922980286,Education,592.6086269072455,1,40,32.06884253390985,2015-05-06 20:24:56,1
CUST1193,57.0,Female,West,Graduate,Salaried,1088300.8684338937,226651.69289058808,Business,622.4330771412293,0,38,83.07358593678134,2019-08-18 01:11:21,0
CUST1194,37.0,Female,North,Post-Graduate,Unemployed,520371.59788230597,142653.6460342877,Business,675.2854513921304,1,37,66.73680810800657,2023-05-05 00:32:13,0
CUST1195,22.0,Male,West,Graduate,Unemployed,477615.575717646,404693.93426808936,Education,604.7188333810583,2,31,35.911555862013905,2016-07-02 08:33:17,0
CUST1196,22.0,Male,West,Secondary,Self-Employed,961902.9837037213,224924.98353194818,Other,614.8335779550208,1,26,18.37052827450838,2022-01-08 00:03:01,0
CUST1197,48.0,Male,East,Secondary,Self-Employed,305152.54422091803,210524.84502813662,Business,701.302321552846,2,31,5.712306794803232,2024-10-01 18:30:36,0
CUST1198,43.0,Female,South,Secondary,Self-Employed,230518.323094417,279210.92664264864,Business,531.4068687152902,1,53,19.699401413145278,2018-09-01 21:46:42,0
CUST1199,57.0,Female,North,Primary,Salaried,623911.384919697,374169.15150545916,Business,619.9251424069137,3,33,36.241718354950756,2024-04-28 07:54:05,0
CUST1200,52.0,Female,West,Secondary,Salaried,599652.6953448609,136572.95966879083,Business,515.9247184720718,2,40,56.504719492198994,2020-02-16 02:36:01,0
CUST1201,53.0,Female,North,Secondary,Salaried,554422.4036898676,409933.81892694556,Education,658.6729978682321,2,34,38.981932576054376,2018-03-06 21:20:53,1
CUST1202,21.0,Female,East,Post-Graduate,Self-Employed,798785.9514243304,579494.883096738,Other,494.84756734865005,3,36,5.431116326611985,2023-07-08 23:45:56,0
CUST1203,39.0,Male,South,Graduate,Self-Employed,418358.7635422859,103189.93299189622,Other,721.2008101461143,0,43,22.8876706194943,2016-06-22 09:55:39,0
CUST1204,22.0,Female,West,Secondary,Salaried,612833.4251249349,286925.9327739839,Home,544.8290083366396,2,36,10.093170228067336,2016-09-15 23:15:01,0
CUST1205,64.0,Male,South,Graduate,Unemployed,527978.8094723626,202206.8925123289,Business,508.19371477108365,2,52,1.0,2016-03-13 06:00:51,1
CUST1206,46.0,Male,East,Secondary,Salaried,421756.2999786498,369364.17056009383,Business,620.9109363278706,2,46,5.58549397979816,2020-12-27 01:28:00,0
CUST1207,52.0,Male,East,Graduate,Salaried,587631.9832078633,117008.80559971236,Home,786.888583334164,5,51,3.0039771852022428,2021-09-11 04:45:04,0
CUST1208,26.0,Male,North,Graduate,Self-Employed,770519.1606590205,645230.5252327572,Other,706.8953962737261,2,30,46.243051249651735,2016-07-28 11:04:36,0
CUST1209,52.0,Male,West,Graduate,Self-Employed,1024113.6240861004,92527.67945992787,Car,496.2148715636828,0,46,7.477213729917325,2024-01-02 00:23:25,0
CUST1210,24.0,Female,North,Graduate,Self-Employed,715883.7965797938,209699.62657581348,Car,542.5499785884367,2,33,8.37626010866335,2015-07-21 19:23:48,0
CUST1211,31.0,Male,East,Post-Graduate,Salaried,150000.0,315078.6740768184,Other,618.3519701403434,4,42,80.43228439357598,2020-12-15 01:08:54,0
CUST1212,37.0,Female,South,Post-Graduate,Salaried,592371.9829116702,160845.2323434644,Business,829.0682529416689,0,46,11.914096436074779,2021-11-21 22:14:36,0
CUST1213,58.0,Male,North,Graduate,Self-Employed,609960.5581805665,146379.679687325,Car,574.8836681624906,1,45,1.0,2020-12-01 22:30:03,0
CUST1214,44.0,Male,North,Graduate,Salaried,787241.80191599,277434.84227298846,Education,575.5291805037444,3,31,8.34650646231557,2024-09-16 21:44:03,0
CUST1215,25.0,Male,South,Graduate,Salaried,636962.0604979479,254398.17889595896,Education,772.1943509504144,1,37,3.175943924019765,2020-03-25 07:29:33,0
CUST1216,54.0,Male,North,Secondary,Self-Employed,850617.7834604153,243668.23870801876,Home,665.5925764209901,0,32,2.712150477748544,2018-05-26 14:45:12,0
CUST1217,26.0,Female,South,Secondary,Salaried,678334.1231230544,406448.7431385014,Other,734.2400021838993,1,38,2.016353138293541,2023-01-03 00:43:47,0
CUST1218,42.0,Male,West,Primary,Self-Employed,911759.6138995778,191628.97966507287,Other,591.8320367859228,1,42,22.489495392488017,2019-08-13 19:02:46,1
CUST1219,31.0,Female,South,Graduate,Self-Employed,512250.8159903413,294123.6658071248,Car,641.8691321816758,2,52,5.247901897747282,2021-08-07 10:36:04,0
CUST1220,36.0,Male,West,Graduate,Salaried,628868.6934593387,179160.6762789069,Business,755.2505489750596,0,39,11.205771404576476,2021-05-24 11:54:39,1
CUST1221,53.0,Female,South,Secondary,Salaried,765328.3070779793,145859.96673869208,Other,638.412729861136,1,48,49.51574949549516,2016-11-29 00:54:12,0
CUST1222,29.0,Female,East,Post-Graduate,Self-Employed,485561.1859413113,204668.07978125126,Car,739.844255802117,1,34,13.805870973099102,2016-01-17 21:02:22,1
CUST1223,26.0,Female,East,Post-Graduate,Self-Employed,441997.4395837848,180005.17648049712,Car,680.9813840347624,2,31,61.83177025309158,2023-05-19 02:22:29,1
CUST1224,36.0,Male,West,Graduate,Self-Employed,474129.580062663,185482.85285215502,Other,566.8296737264865,4,36,17.225794182329185,2021-08-30 05:08:27,0
CUST1225,49.0,Male,West,Graduate,Self-Employed,450156.87658221554,488549.68308202113,Car,648.6946230123182,2,38,12.722213147126208,2016-10-27 18:41:17,1
CUST1226,23.0,Male,East,Post-Graduate,Self-Employed,704512.3841750654,208467.39468375733,Home,728.5107193820027,0,27,34.69628202133687,2015-06-09 07:19:23,0
CUST1227,40.0,Female,West,Secondary,Unemployed,233038.3940730889,163122.38016388137,Home,703.5532952949508,2,40,1.8997654704414144,2019-12-18 00:02:19,0
CUST1228,56.0,Male,South,Graduate,Salaried,288805.9947364186,246926.81210340938,Other,646.7797681263337,1,36,2.3434409544235866,2017-07-20 07:28:55,0
CUST1229,39.0,Male,South,Secondary,Salaried,972549.2984714524,258470.47854209755,Business,498.66284888228006,1,49,26.38693168390322,2018-08-27 20:05:11,0
CUST1230,46.0,Female,East,Graduate,Salaried,454980.6558051645,119118.16495691525,Home,506.3206814872227,0,31,16.68409679386276,2015-05-07 12:56:46,0
CUST1231,23.0,Male,North,Secondary,Salaried,640002.9702343496,202998.98070337833,Home,523.3355528298307,1,38,39.06567720847158,2023-09-10 11:41:06,0
CUST1232,39.0,Female,South,Post-Graduate,Salaried,302170.71642017434,198151.94325117476,Other,609.1646234586759,1,45,62.00419858339261,2016-05-04 22:58:48,0
CUST1233,40.0,Male,West,Post-Graduate,Salaried,618824.8535578552,218975.12892017374,Education,619.8305701045242,1,40,12.290566238632659,2019-07-18 18:56:04,0
CUST1234,52.0,Male,North,Secondary,Unemployed,456198.6664637192,375238.47036836704,Car,531.9670879124782,2,42,22.683895842175165,2018-07-22 06:18:44,0
CUST1235,27.0,Female,North,Graduate,Salaried,287382.10036791716,263551.24933917023,Home,731.8010234956813,1,47,17.363535190839745,2015-04-17 19:12:05,0
CUST1236,61.0,Male,South,Post-Graduate,Salaried,867384.0875129427,507251.5982169745,Education,548.8984738223567,1,35,95.0,2022-09-17 04:11:02,0
CUST1237,53.0,Female,South,Graduate,Salaried,836513.1454121743,241108.8539084817,Business,540.3552766346393,3,48,44.45890351602097,2021-04-30 08:41:04,1
CUST1238,60.0,Male,North,Post-Graduate,Salaried,578529.0418571967,704788.028808615,Education,657.0588603108758,2,35,60.686057747288515,2019-12-11 14:39:38,0
CUST1239,59.0,Male,North,Graduate,Salaried,799883.8065355823,184155.35329764738,Other,727.9124095994582,1,41,7.337141604881146,2015-01-20 20:23:47,0
CUST1240,38.0,Female,East,Secondary,Salaried,980658.5375454321,153010.61411988357,Business,814.3883695850534,4,33,37.01802982765549,2016-10-25 16:48:38,1
CUST1241,60.0,Female,West,Secondary,Salaried,750815.1866316178,337183.174057653,Business,696.6036043602542,1,33,7.713220766494325,2015-10-06 22:34:56,0
CUST1242,,,East,Secondary,,,550426.7483714466,Education,,1,38,5.853296728571457,2020-02-25 08:43:43,0
CUST1243,31.0,Male,South,Graduate,Self-Employed,639789.9392966619,106161.629381957,Other,553.0354678618751,1,40,72.17919424879062,2020-10-06 05:12:57,0
CUST1244,48.0,Female,East,Secondary,Self-Employed,729899.472971848,215734.89848717066,Home,822.7791408528799,0,32,1.0,2016-09-21 05:39:39,0
CUST1245,45.0,Male,East,Graduate,Self-Employed,527216.1213020727,168304.6203645409,Education,501.0812439555609,1,47,84.0893791621691,2023-01-02 19:41:21,1
CUST1246,43.0,Male,East,Graduate,Salaried,544672.8261677107,264530.1752237777,Home,609.6928596889855,0,35,4.041273745434791,2016-10-07 05:00:09,0
CUST1247,51.0,Female,East,Graduate,Self-Employed,690178.275042503,244265.4332270974,Education,694.852201566302,1,32,42.79203807191464,2021-01-24 16:34:20,0
CUST1248,50.0,Male,West,Post-Graduate,Self-Employed,505227.02596809424,544285.2519310145,Home,521.5826387443245,1,44,8.071423035424734,2024-07-28 02:15:01,0
CUST1249,62.0,Female,West,Post-Graduate,Salaried,526840.0654412995,227511.74087315466,Education,575.8359926459733,3,47,10.796600099925833,2017-10-23 14:54:16,0
CUST1250,55.0,Male,North,Graduate,Self-Employed,600037.3329269947,553972.5741624878,Business,563.1261976568293,2,55,6.1078298621626015,2016-03-28 06:35:02,0
CUST1251,27.0,Male,South,Post-Graduate,Salaried,830121.5101186138,200975.80333739394,Car,625.1823194200213,0,47,22.01790457753708,2019-07-19 16:32:53,1
CUST1252,36.0,Male,East,Graduate,Self-Employed,373467.2492880705,423322.30788574857,Business,763.7266285338139,1,34,10.696431826294127,2016-06-21 07:54:05,1
CUST1253,46.0,Female,North,Graduate,Unemployed,751835.7005410522,278506.81735475577,Home,651.3460053030249,2,39,26.779284414676663,2021-04-08 09:15:47,0
CUST1254,22.0,Female,North,Post-Graduate,Salaried,758359.282560694,685518.8249285991,Other,612.9548844612787,2,30,1.0,2016-06-20 22:53:20,0
CUST1255,21.0,Female,North,Secondary,Self-Employed,757162.4018593618,100086.59920959288,Business,419.25405062574384,6,45,1.6635099827157087,2021-02-19 23:52:40,0
CUST1256,32.0,Female,West,Secondary,Self-Employed,438650.72395810223,120775.0941950556,Car,687.3404163870863,1,36,2.624602238743625,2020-11-24 16:23:59,0
CUST1257,25.0,Female,East,Post-Graduate,Unemployed,261463.67689781258,728667.913958908,Home,713.2012327182543,2,42,13.574841338304996,2023-12-28 10:15:38,0
CUST1258,57.0,Female,East,Graduate,Salaried,711940.0944822844,156379.4874231179,Business,513.9984185751831,4,48,42.15745727501864,2017-08-03 15:36:04,0
CUST1259,52.0,Male,South,Post-Graduate,Self-Employed,637507.7568827923,162448.7725417354,Education,644.6422112221983,0,51,54.77115390472759,2016-11-07 11:33:43,1
CUST1260,29.0,Male,East,Post-Graduate,Salaried,800875.3269526265,143568.25543099307,Other,665.4406552265638,0,36,7.019672143272983,2020-10-26 09:55:18,0
CUST1261,61.0,Male,East,Primary,Salaried,459892.6343980923,483626.20031880174,Home,727.1681405842955,1,31,21.354605170708556,2023-03-25 09:26:31,0
CUST1262,,,North,Post-Graduate,,,114453.6746689985,Business,,3,42,36.56480976322278,2023-09-28 07:38:40,0
CUST1263,39.0,Female,South,Graduate,Unemployed,810882.4224438823,246094.3424690421,Home,579.9711711132162,0,33,8.521074407262832,2021-08-31 13:01:15,0
CUST1264,36.0,Male,East,Graduate,Self-Employed,580938.0557901299,207031.63919734518,Education,613.480216122531,0,54,13.148808814651147,2024-12-11 19:30:40,0
CUST1265,23.0,Female,West,Graduate,Self-Employed,683385.9006529633,452213.34519621887,Car,752.7549642221907,1,36,18.55708075452133,2018-03-20 14:26:53,0
CUST1266,40.0,Female,East,Post-Graduate,Unemployed,676393.291504819,173128.67837007952,Business,733.5076353738136,0,29,3.6220274070707603,2021-05-18 18:22:56,0
CUST1267,44.0,Male,North,Primary,Salaried,435706.09419406997,311502.78178788745,Home,648.2923758262069,1,45,1.0,2016-02-17 21:05:41,0
CUST1268,53.0,Female,West,Graduate,Salaried,706219.3204569215,120243.03868918109,Home,731.5821221750631,2,51,4.14563354496442,2018-07-10 16:12:10,0
CUST1269,44.0,Female,North,Graduate,Salaried,924499.6681802027,950140.0019631827,Home,460.5047034518273,2,48,24.644612500092713,2023-12-28 05:49:25,0
CUST1270,31.0,Male,East,Graduate,Salaried,604440.7869085274,210290.37763176608,Car,713.332336487482,2,37,1.9117221180335868,2022-03-09 14:52:18,0
CUST1271,28.0,Female,West,Graduate,Salaried,307815.0122696685,244081.65280324238,Home,560.4987069748922,2,47,5.258656083692998,2021-01-16 06:12:25,0
CUST1272,56.0,Male,South,Secondary,Salaried,2775328.1629031883,3276513.7294901516,Other,900.0,0,42,10.306725773176876,2021-12-22 03:08:59,0
CUST1273,58.0,Female,South,Secondary,Salaried,244114.1102296745,170756.9254161798,Other,564.860423045342,1,47,2.026728431769286,2021-04-27 07:52:41,1
CUST1274,,,West,Secondary,,,660286.6948120617,Home,,0,28,5.320527513746293,2022-11-21 06:52:37,0
CUST1275,40.0,Female,West,Post-Graduate,Salaried,752821.0592656189,189684.47171658857,Other,694.9938984104942,2,41,60.55387124878025,2017-12-03 13:10:57,0
CUST1276,55.0,Male,North,Secondary,Salaried,499726.1456664363,363312.6038525479,Business,702.7163307824829,2,41,1.0,2015-02-23 15:19:51,1
CUST1277,45.0,Female,West,Secondary,Unemployed,316388.0156062127,172196.4087941616,Other,614.2934336986252,2,36,26.491900315501017,2018-11-26 11:58:54,0
CUST1278,55.0,Female,North,Post-Graduate,Self-Employed,433341.0083515019,107621.75958736683,Home,679.7123227538425,1,37,12.129309619553617,2024-12-06 12:29:03,0
CUST1279,45.0,Male,East,Primary,Unemployed,472344.6068605705,311376.04552424036,Education,689.6303852262789,3,41,27.918037331931306,2023-07-13 04:22:36,0
CUST1280,49.0,Female,North,Post-Graduate,Salaried,621881.5198040117,356447.4278818869,Business,681.4491724846428,2,41,22.21030683852238,2021-03-25 02:37:23,0
CUST1281,38.0,Male,West,Graduate,Salaried,615151.8686396759,110245.89450923393,Car,617.6356065953283,2,48,6.323925805380387,2024-02-03 11:19:25,1
CUST1282,38.0,Female,West,Post-Graduate,Self-Employed,868286.3950747405,201947.89723953363,Home,690.4168819268552,3,34,46.967187390658715,2023-03-31 11:02:02,0
CUST1283,22.0,Male,East,Secondary,Salaried,461449.02846039145,499046.9092968098,Car,762.5096324013195,2,37,16.928912030531542,2021-05-25 04:14:23,0
CUST1284,55.0,Male,West,Primary,Salaried,298362.42912921426,348039.5391250431,Education,551.9609216624939,0,39,43.22469035286489,2016-01-26 22:25:06,0
CUST1285,36.0,Male,West,Graduate,Salaried,368604.3049715416,191543.6499930442,Car,582.7951971566555,1,30,13.022426613404276,2015-11-26 10:05:14,0
CUST1286,61.0,Female,South,Post-Graduate,Salaried,3572370.1746641984,848243.051848953,Home,900.0,1,33,95.0,2023-11-26 05:17:06,0
CUST1287,56.0,Male,South,Graduate,Salaried,454264.38661084184,781481.3741363336,Home,565.5020767465573,1,37,36.79514705926089,2021-04-10 03:43:17,0
CUST1288,53.0,Female,East,Secondary,Salaried,541598.2908973949,101909.53206047342,Education,505.72770126181916,0,45,84.49828175672211,2015-07-17 03:21:28,0
CUST1289,24.0,Male,North,Graduate,Self-Employed,509193.28393611126,234328.874769347,Home,737.4498380705566,0,40,18.055466203065894,2017-09-03 03:49:04,0
CUST1290,53.0,Male,South,Graduate,Salaried,798047.6907410366,100829.05889713827,Education,471.6969387179,0,39,16.046675940280135,2024-03-12 04:03:44,1
CUST1291,34.0,Male,North,Graduate,Salaried,482606.8625815356,534394.0605521529,Education,617.8093841980532,2,41,35.20877672487601,2021-04-27 03:46:26,0
CUST1292,41.0,Female,West,Graduate,Self-Employed,524531.584610438,241766.05741340443,Home,710.7155455806936,5,46,53.06734195959352,2017-01-31 21:25:25,0
CUST1293,40.0,Male,South,Post-Graduate,Salaried,743456.7162317551,270196.4188884271,Other,671.3359831601658,2,39,83.20736121685654,2023-06-27 00:17:18,0
CUST1294,28.0,Female,East,Graduate,Salaried,487003.6177935848,1278675.5655261418,Education,619.0200507216838,1,37,9.809474136025814,2019-05-17 05:36:55,1
CUST1295,27.0,Female,East,Primary,Self-Employed,4107854.849348421,850308.3326563381,Home,900.0,2,38,40.07454170294555,2016-07-26 15:22:02,0
CUST1296,23.0,Female,East,Graduate,Salaried,666297.0524043518,693249.7122715669,Other,677.509425051835,1,56,5.913496995446797,2016-05-17 02:24:48,0
CUST1297,37.0,Male,South,Primary,Salaried,628353.1717922159,192059.56770475596,Education,570.9284449226502,3,48,19.718023948575976,2024-03-21 23:17:42,0
CUST1298,53.0,Male,North,Graduate,Salaried,373120.72345870204,211058.90106071412,Other,671.274606905461,0,41,4.956644275040221,2019-02-01 15:07:12,1
CUST1299,32.0,Female,West,Graduate,Salaried,845954.8449043874,1182220.6728392146,Business,661.2734118587805,0,45,10.66967130390389,2023-08-18 11:12:40,0
CUST1300,42.0,Male,North,Primary,Salaried,1044136.7593166227,220432.27275360335,Business,662.0826327244108,0,42,66.97140090751677,2024-12-06 15:49:01,0
CUST1301,42.0,Female,North,Secondary,Self-Employed,601765.627653479,106444.30370433949,Other,598.7744992656468,1,34,3.94825741642727,2018-01-17 17:50:38,0
CUST1302,50.0,Male,West,Secondary,Salaried,390729.025325925,287549.7802353632,Education,812.8007287467831,2,36,25.019058089574862,2022-08-28 14:45:50,1
CUST1303,58.0,Female,West,Post-Graduate,Salaried,605820.5416650046,218897.29033878888,Home,678.65653070963,0,41,22.470743708019523,2021-10-03 23:44:33,0
CUST1304,58.0,Female,South,Post-Graduate,Salaried,797972.0281171999,302627.36375256814,Car,627.7032860624282,1,41,3.2168190216971713,2018-02-24 05:30:57,1
CUST1305,28.0,Other,South,Primary,Salaried,476962.46485687856,224098.580154927,Home,671.1416458449444,0,35,9.862351905551183,2020-11-06 23:09:39,1
CUST1306,47.0,Male,South,Post-Graduate,Self-Employed,574220.163176362,917425.6036864154,Car,588.0430684860552,0,48,20.694494025461953,2015-11-04 16:02:47,0
CUST1307,47.0,Female,South,Graduate,Salaried,668130.8272824283,339097.00751939777,Car,619.0956401217675,2,33,5.181097120568507,2023-09-17 20:25:36,0
CUST1308,54.0,Male,South,Secondary,Salaried,840609.5704411849,127391.6175143067,Education,841.3535945695614,1,48,40.31402666176129,2022-05-18 12:30:38,0
CUST1309,41.0,Male,West,Primary,Salaried,755084.7466178748,261640.86057178598,Other,588.6095354846153,2,43,89.52890188669616,2017-11-30 13:05:45,1
CUST1310,50.0,Female,North,Graduate,Salaried,763373.5939064524,150274.98160520114,Home,643.7781839788468,2,46,6.0441277824301,2019-01-01 03:39:09,0
CUST1311,53.0,Female,South,Graduate,Salaried,514746.28866471496,209268.1440477454,Other,613.5116120200187,1,47,5.172897272655559,2017-11-01 16:56:35,1
CUST1312,48.0,Other,South,Graduate,Self-Employed,680383.7910347846,140608.62119565246,Business,566.8292845740176,1,36,15.17125892745517,2020-08-18 06:29:24,0
CUST1313,53.0,Female,North,Primary,Salaried,455607.33457497414,859641.8378989366,Education,683.6867992175845,1,33,34.434879626779775,2017-10-13 04:03:20,0
CUST1314,25.0,Male,South,Primary,Salaried,769105.2199770423,160358.8236252639,Education,652.9177741323367,1,44,8.268240285777628,2019-03-24 04:49:08,0
CUST1315,39.0,Male,North,Graduate,Salaried,830243.9281571228,366787.746088682,Business,722.8821847199943,0,29,1.0,2024-11-14 03:17:16,0
CUST1316,24.0,Female,North,Secondary,Self-Employed,710672.7137545246,199967.94283819874,Home,714.8462336264004,3,46,19.479646389415116,2022-02-16 14:13:30,1
CUST1317,55.0,Male,West,Secondary,Salaried,526517.8826410369,121170.27859811121,Business,722.0566175233597,0,45,78.43272300393447,2020-08-13 12:43:14,0
CUST1318,,,East,Secondary,,,273372.21808471833,Home,,2,39,12.409793030417214,2020-12-19 22:29:23,0
CUST1319,64.0,Male,West,Post-Graduate,Self-Employed,961303.2421324019,308789.5025590747,Car,701.2768639362477,1,51,13.623979808159268,2022-11-20 07:07:53,0
CUST1320,48.0,Male,East,Post-Graduate,Self-Employed,529857.9110753008,339481.9029839304,Education,703.2217205032075,5,39,86.76506684978136,2018-11-12 18:48:00,0
CUST1321,50.0,Male,East,Graduate,Salaried,809998.8334901136,50345.70075319224,Home,568.3149601434516,1,35,29.65394524937234,2022-10-20 02:37:46,0
CUST1322,49.0,Male,East,Post-Graduate,Salaried,667778.3196437043,115738.95795935958,Other,624.5107006218209,2,31,31.7503155487666,2016-03-17 04:13:59,0
CUST1323,26.0,Male,South,Secondary,Self-Employed,533172.7103080314,431288.6348673478,Other,533.5110322816826,1,37,20.678510159386022,2022-07-20 05:08:54,1
CUST1324,55.0,Male,West,Graduate,Unemployed,331070.194506115,139502.2239533953,Education,703.5698105904228,1,42,91.83422007839414,2015-05-22 09:12:08,0
CUST1325,61.0,Other,East,Secondary,Self-Employed,642320.0761177014,274242.06113923347,Business,703.2017975555179,1,48,29.18832871003857,2020-06-03 20:28:26,0
CUST1326,57.0,Male,North,Graduate,Salaried,618220.1733212245,114140.47240041709,Business,764.4290239294685,1,33,56.3526724382756,2019-09-19 22:28:17,0
CUST1327,44.0,Male,South,Post-Graduate,Salaried,961306.9342918667,376608.19719865744,Home,631.6961193748524,1,43,30.047612429815867,2022-02-24 02:36:38,0
CUST1328,49.0,Female,West,Graduate,Salaried,427961.4609155003,424540.10562510195,Business,686.1175669251037,0,35,33.21156558525989,2017-09-30 21:28:42,0
CUST1329,51.0,Male,East,Secondary,Self-Employed,1058953.7183095568,376677.9825372387,Education,729.0188080820246,1,40,8.576731001892409,2024-04-28 20:17:38,0
CUST1330,55.0,Female,North,Graduate,Salaried,675762.1058993187,451140.49436491093,Home,589.6886777156246,1,43,9.041422547487134,2019-07-29 03:59:12,0
CUST1331,53.0,Female,West,Secondary,Salaried,675565.8442444316,620536.7367431252,Car,577.522788694584,2,36,38.194679716565275,2016-03-19 01:21:45,0
CUST1332,41.0,Male,West,Post-Graduate,Self-Employed,481385.573113554,120037.0256233471,Business,592.1691839139069,0,29,8.799516951992034,2017-04-09 11:47:08,0
CUST1333,52.0,Male,South,Graduate,Salaried,662941.2615108937,151266.25501759496,Business,622.0563625435823,2,32,20.682401712116754,2023-08-30 03:20:34,0
CUST1334,43.0,Female,West,Graduate,Self-Employed,694610.1856466426,416035.6123468121,Home,580.3556515483077,2,42,7.170471491735725,2023-10-01 02:19:14,1
CUST1335,53.0,Female,South,Graduate,Salaried,787465.4583641754,478366.21729476796,Other,595.6137832031021,1,35,42.45445787532962,2023-12-20 06:25:28,0
CUST1336,23.0,Male,East,Graduate,Salaried,404335.5584816114,162006.90355714835,Business,720.4732135226596,1,42,2.927432274104503,2017-06-29 04:43:18,0
CUST1337,38.0,Female,South,Primary,Salaried,881356.1711576077,155386.1146807237,Education,642.2922694804566,3,45,44.21767669866651,2024-07-31 20:56:32,0
CUST1338,45.0,Male,North,Graduate,Self-Employed,672283.1047543959,164172.32314557885,Business,674.5358698927548,3,37,23.078465663622374,2020-02-12 06:34:46,0
CUST1339,62.0,Other,South,Secondary,Salaried,721645.7790614624,92683.24784467889,Car,605.942656950514,1,49,5.172822558732761,2017-03-04 06:50:18,1
CUST1340,51.0,Male,North,Graduate,Salaried,555811.547699048,113227.38027166907,Business,600.6907656654128,2,43,19.52408396957801,2015-09-20 16:05:55,0
CUST1341,23.0,Female,South,Post-Graduate,Unemployed,414371.4723441899,114877.82059771269,Other,672.8444711632318,0,42,8.299517755774641,2018-07-09 13:53:54,0
CUST1342,60.0,Female,West,Post-Graduate,Salaried,614544.9254806575,203524.34653812987,Business,660.0849862402724,3,31,9.769363671167197,2020-05-21 07:34:19,0
CUST1343,44.0,Female,East,Graduate,Salaried,637459.1099646436,285644.1000595197,Home,712.2389342646455,1,49,10.828412921626583,2022-02-13 03:12:50,0
CUST1344,52.0,Male,North,Graduate,Salaried,322914.34637710184,314923.08046394266,Business,754.1274398403194,2,38,1.6353191653987755,2017-01-31 00:34:53,0
CUST1345,,,South,Secondary,,,178950.16675292092,Other,,0,44,95.0,2021-06-12 08:57:43,0
CUST1346,43.0,Male,South,Graduate,Self-Employed,799304.9267793162,181608.35108292816,Home,718.8947630211024,1,42,1.0,2019-05-01 01:28:35,0
CUST1347,22.0,Male,South,Secondary,Salaried,454067.0752357746,261501.91800588623,Education,563.615506584547,1,39,27.154512601832348,2017-01-17 14:30:02,0
CUST1348,47.0,Male,West,Graduate,Salaried,395482.9299455817,98952.10911002701,Home,815.9022946242627,2,35,11.599650197842294,2021-03-22 17:30:42,0
CUST1349,62.0,Female,West,Secondary,Salaried,539407.7246251398,431776.9088977869,Car,587.0956757489337,1,42,25.962185918545444,2018-07-07 23:42:57,0
CUST1350,22.0,Male,North,Secondary,Self-Employed,604779.0193972599,525040.7551450764,Home,705.2504455805407,1,39,11.011052833937946,2023-08-17 16:21:20,0
CUST1351,46.0,Male,North,Graduate,Salaried,547165.7980169331,166816.82237477077,Education,563.0207729004268,3,33,28.002332530431524,2016-10-01 03:38:33,0
CUST1352,37.0,Female,West,Primary,Salaried,587816.4334458434,191173.81213368077,Business,637.8327291082561,2,43,32.66264686410149,2017-04-18 06:11:12,0
